Term,Hits,NLP_Entity_Hits,NLP_Identifier_Hits
ZACN,6,,
ZADH2,6,,
ZBED9,6,,
ZC3H4,6,,
ZFP62,6,,
ZNF251,6,,
ZNF396,6,,
ZNF674,6,,
ZPLD1,6,,
Zscan20,6,,
111814,7,,
A0A087WSZ0,7,,
A0A096LPI5,7,,
A0A0J9YXX1,7,,
A1L390,7,,
A2IDD5,7,,
A6NDA9,7,,
A6NDU8,7,,
A6NEF3,7,,
A6NI86,7,,
A6NJ46,7,,
A6NJW4,7,,
A6NK02,7,,
A6NLW8,7,,
A8MQT2,7,,
ADGRG2,7,,
BPIFA4P,7,,
C10orf90,7,,
C19orf12,7,,
C9JJ37,7,,
CALML6,7,,
CARD16,7,,
CC2D1A,7,,
CCDC113,7,,
CCDC39,7,,
CDC123,7,,
CEACAM21,7,,
CELA1,7,,
CELF5,7,,
CEP295,7,,
CFAP45,7,,
CHADL,7,,
CLEC3A,7,,
clecl1,7,,
COLCA1,7,,
CPNE4,7,,
CRYGS,7,,
CT47A3,7,,
CT47A7,7,,
ct47b1,7,,
CTAGE3P,7,,
CYP2G1P,7,,
CYYR1,7,,
DELE1,7,,
DNAH7,7,,
DPP8,7,,
DPY19L4,7,,
DSCR4,7,,
Egfl8,7,,
ELFN1,7,,
ENC1,7,,
EQTN,7,,
ERN2,7,,
F8VTS6,7,,
FAM189A2,7,,
FAM90A20P,7,,
FAM90A8P,7,,
FCRL5,7,,
fcrn,7,,
FDCSP,7,,
FKRP,7,,
FMO4,7,,
FNDC4,7,,
FRMD4B,7,,
FSIP1,7,,
FUT9,7,,
GABRE,7,,
GAGE12G,7,,
GAGE2D,7,,
GDPD2,7,,
GGTA1P,7,,
GGTLC2,7,,
GIPC3,7,,
GLIPR1L1,7,,
glyphosate,7,,
GPATCH3,7,,
GPR135,7,,
GPR180,7,,
GPR33,7,,
GPR78,7,,
GPR82,7,,
HARBI1,7,,
IGDCC3,7,,
IGFBPL1,7,,
IQCH,7,,
ITFG2,7,,
ITGB1BP1,7,,
KAAG1,7,,
KANK3,7,,
KIAA1107,7,,
L3HYPDH,7,,
MAP3K15,7,,
MPV17L2,7,,
MRGPRX1,7,,
MS4A5,7,,
NAT16,7,,
NIPSNAP3B,7,,
NOL8,7,,
O15522,7,,
O60381,7,,
O60449,7,,
O75071,7,,
O75121,7,,
O75425,7,,
O75449,7,,
O75596,7,,
O75631,7,,
O75677,7,,
O88448,7,,
O94768,7,,
o94985,7,,
ODAPH,7,,
P0C5K6,7,,
P0C6S8,7,,
P0C7U3,7,,
p0cap1,7,,
P0CAP2,7,,
P0CH07,7,,
P0CJ88,7,,
P0CJ89,7,,
P0CJ90,7,,
P0DKB6,7,,
P0DN77,7,,
P10265,7,,
P11230,7,,
P12525,7,,
P31512,7,,
P32314,7,,
P36915,7,,
P46089,7,,
P49326,7,,
P4HTM,7,,
P51397,7,,
P51792,7,,
P53804,7,,
P55107,7,,
P59047,7,,
P61567,7,,
P63325,7,,
P98073,7,,
PCDHB3,7,,
PDCL3,7,,
PMFBP1,7,,
PMS1,7,,
PPP4R3B,7,,
PTRHD1,7,,
PZP,7,,
Q01621,7,,
Q05952,7,,
Q09019,7,,
q14390,7,,
Q15035,7,,
Q17RP2,7,,
Q2TAM9,7,,
Q2VPA4,7,,
Q3MIT2,7,,
q4g112,7,,
Q504Y0,7,,
Q52LC2,7,,
Q53EV4,7,,
Q5DX21,7,,
Q5H9B9,7,,
Q5SZL2,7,,
Q5T2N8,7,,
Q5T4T6,7,,
Q5VY43,7,,
q5vz66,7,,
Q641Q2,7,,
Q68D42,7,,
Q68EA5,7,,
Q693B1,7,,
Q6DKI1,7,,
Q6NXR0,7,,
Q6P9H5,7,,
q6pj69,7,,
Q6QAJ8,7,,
Q6SPF0,7,,
Q6ZSU1,7,,
Q6ZV50,7,,
Q6ZWH5,7,,
Q7Z4Q2,7,,
Q7Z5H5,7,,
Q7Z5J8,7,,
Q7Z5Y6,7,,
Q7Z6J2,7,,
Q86SJ2,7,,
Q86UP3,7,,
Q86UU9,7,,
Q86VR8,7,,
Q86VS3,7,,
Q86XN8,7,,
Q8IUH4,7,,
Q8IV50,7,,
Q8IVU1,7,,
Q8IW36,7,,
Q8IWB7,7,,
Q8IWK6,7,,
Q8IY50,7,,
Q8IYA6,7,,
Q8IYW4,7,,
Q8IZF3,7,,
Q8N187,7,,
Q8N1A6,7,,
Q8N1S5,7,,
Q8N3V7,7,,
Q8N3X6,7,,
Q8N475,7,,
Q8N7R0,7,,
Q8N8W4,7,,
q8naa5,7,,
Q8NCU8,7,,
Q8NDA8,7,,
Q8NEP4,7,,
Q8NFQ6,7,,
Q8NHP7,7,,
Q8NHV9,7,,
Q8TCQ1,7,,
Q8WTP9,7,,
Q8WTU2,7,,
Q8WVB6,7,,
Q92545,7,,
Q92623,7,,
Q92904,7,,
Q969E4,7,,
Q96A57,7,,
Q96AZ1,7,,
Q96B42,7,,
Q96DE9,7,,
Q96FG2,7,,
Q96FQ6,7,,
q96g46,7,,
Q96ID5,7,,
Q96KC9,7,,
Q96KG7,7,,
Q96KN2,7,,
Q96KS9,7,,
Q96KT6,7,,
Q96L03,7,,
Q96MI6,7,,
Q96NX9,7,,
Q96NZ8,7,,
Q96P50,7,,
Q96PL5,7,,
Q96RP7,7,,
Q96SE0,7,,
Q96SL1,7,,
Q99218,7,,
Q99501,7,,
Q99729,7,,
Q9BRU2,7,,
Q9BXT8,7,,
Q9BY10,7,,
Q9BYH1,7,,
Q9C0G0,7,,
Q9H0C3,7,,
Q9H0R4,7,,
Q9H2S5,7,,
Q9H3W5,7,,
Q9H3Y8,7,,
Q9H6S3,7,,
Q9HA90,7,,
Q9HBD1,7,,
Q9HCM1,7,,
Q9NPC7,7,,
Q9NR16,7,,
Q9NVA1,7,,
Q9NXJ0,7,,
Q9NXW2,7,,
Q9NY43,7,,
Q9NYY8,7,,
Q9NZP8,7,,
Q9P016,7,,
Q9P266,7,,
Q9P2V4,7,,
Q9UBH6,7,,
q9ufe4,7,,
Q9UHN6,7,,
Q9UJV8,7,,
q9uli3,7,,
Q9ULV3,7,,
q9umx3,7,,
Q9UPQ7,7,,
Q9UPX0,7,,
Q9Y2B0,7,,
Q9Y2E4,7,,
Q9Y5M6,7,,
Q9Y664,7,,
REACT_2054,7,,
rftn2,7,,
RFX7,7,,
RFXANK,7,,
RND2,7,,
RSBN1,7,,
SERPINA7,7,,
SMAP1,7,,
SNN,7,,
SNX16,7,,
SOBP,7,,
SPACA3,7,,
ST7L,7,,
STK31,7,,
STXBP4,7,,
syringe,7,,
SYT13,7,,
Tal2,7,,
TCEAL1,7,,
TCIM,7,,
tent4b,7,,
TGIF2LY,7,,
TIFAB,7,,
TIGD1,7,,
TMEM181,7,,
tmigd2,7,,
TPPP2,7,,
tusc2,7,,
TXLNGY,7,,
TXNDC15,7,,
VCX3A,7,,
wdr53,7,,
XAGE2,7,,
XPO6,7,,
ZNF236,7,,
A0A2I3RPN5,8,,
A1L1A6,8,,
A6NIM6,8,,
A8MTB9,8,,
A8MVS5,8,,
AP3B2,8,,
ARL5A,8,,
atoh8,8,,
B3KMD8,8,,
CBWD2,8,,
CBWD3,8,,
CCDC115,8,,
CCER1,8,,
CELA2B,8,,
CELF6,8,,
CRPPA,8,,
DNAJB14,8,,
DUOXA1,8,,
ECEL1,8,,
EIF2D,8,,
fam46c,8,,
FAM72D,8,,
FAM90A18P,8,,
FAM9C,8,,
FEZ2,8,,
GAGE12J,8,,
gibberellin,8,,
GPR156,8,,
GYPE,8,,
H2BFWT,8,,
I6L9I5,8,,
INSC,8,,
IQCJ,8,,
METTL9,8,,
O14514,8,,
O15061,8,,
O75054,8,,
O75409,8,,
O75570,8,,
O75900,8,,
O94832,8,,
O95996,8,,
P0C7Q5,8,,
P0CG38,8,,
P0CJ69,8,,
P0DN87,8,,
P11835,8,,
P17025,8,,
P17097,8,,
P17342,8,,
P19827,8,,
P20264,8,,
P20742,8,,
P36268,8,,
P47874,8,,
PABPC5,8,,
Q02221,8,,
Q05215,8,,
Q11128,8,,
Q13117,8,,
Q13956,8,,
Q15493,8,,
Q16612,8,,
Q5TZA2,8,,
Q5VV63,8,,
Q66K79,8,,
Q6PJT7,8,,
Q6TFL3,8,,
Q6UXZ0,8,,
Q6ZR08,8,,
Q7LC44,8,,
Q7Z442,8,,
Q86W28,8,,
Q86YB7,8,,
Q8IXU6,8,,
Q8IYP9,8,,
Q8NCN2,8,,
Q8NI99,8,,
Q8WZ75,8,,
Q92686,8,,
Q96AE4,8,,
Q96GE9,8,,
Q96HZ7,8,,
Q96JY6,8,,
Q96QA5,8,,
Q99679,8,,
Q99784,8,,
Q99999,8,,
Q9BRH9,8,,
Q9BVG4,8,,
Q9BZJ3,8,,
Q9H2A3,8,,
Q9H2W2,8,,
Q9H2Z4,8,,
Q9NR00,8,,
q9nyq8,8,,
Q9P0W0,8,,
Q9UBP4,8,,
Q9UHF5,8,,
Q9UQ03,8,,
Q9Y5F0,8,,
Q9Y5F2,8,,
Q9Y5F7,8,,
Q9Y5G0,8,,
Q9Y5H0,8,,
q9y689,8,,
RTCA,8,,
sorafenib,8,,
THEG,8,,
VPS50,8,,
amigo3,9,,
ASMTL,9,,
cdca2,9,,
CTBS,9,,
FAM213A,9,,
IGFL4,9,,
LYG2,9,,
NAALADL1,9,,
NMD3,9,,
nova-1,9,,
NRSN2,9,,
NUAK2,9,,
O15403,9,,
O95490,9,,
R-HSA-73777,9,,
P0C1S8,9,,
P15621,9,,
P19075,9,,
PAXBP1,9,,
PCDHB10,9,,
PIN1P1,9,,
PKDREJ,9,,
Q13045,9,,
Q13938,9,,
Q6PGN9,9,,
Q86YV9,9,,
q8nef9,9,,
Q8TDW7,9,,
Q96KR1,9,,
Q96KR4,9,,
Q96RD9,9,,
Q9H1E5,9,,
Q9HBW9,9,,
Q9HCU4,9,,
Q9NQT6,9,,
Q9NS98,9,,
Q9P2B2,9,,
Q9UQ07,9,,
R-MMU-70153,9,,
R-MMU-73923,9,,
SPANXC,9,,
TAC4,9,,
TIGD2,9,,
TOR3A,9,,
TP53TG5,9,,
UBQLN3,9,,
WDR41,9,,
WFDC5,9,,
ZBED4,9,,
ACTRT3,10,,
AGFG2,10,,
ANKLE1,10,,
ARL4C,10,,
C5orf38,10,,
DNAJC14,10,,
EVX2,10,,
KIAA1324,10,,
KIAA1549L,10,,
KLHL40,10,,
KNCN,10,,
MFSD10,10,,
OLFML3,10,,
PCDHGA3,10,,
PCDHGA4,10,,
PCDHGA8,10,,
PKHD1L1,10,,
PPP1R14D,10,,
PRM2,10,,
Q59FS6,10,,
Q59G93,10,,
Q6U8A4,10,,
Q7Z4P3,10,,
Q86T04,10,,
Q8IWB1,10,,
Q9NR99,10,,
Resp18,10,,
SETMAR,10,,
SLCO5A1,10,,
TMEM207,10,,
TP53I11,10,,
TWSG1,10,,
UBAP2L,10,,
URAD,10,,
VWA8,10,,
101929240,5,,
A0A075B6H9,5,,
A0A075B6I4,5,,
A0A075B6J6,5,,
A0A075B6J9,5,,
A0A075B6N1,5,,
A0A075B6Q5,5,,
A0A075B6S5,5,,
A0A075B6T6,5,,
A0A075B6T7,5,,
A0A075B6T8,5,,
A0A075B6U4,5,,
A0A087WSZ9,5,,
A0A087WW87,5,,
A0A0A0MT36,5,,
A0A0A6YYJ7,5,,
A0A0B4J1U3,5,,
A0A0B4J1U6,5,,
A0A0B4J1U7,5,,
A0A0B4J1V1,5,,
A0A0B4J1Y8,5,,
A0A0B4J244,5,,
A0A0B4J265,5,,
A0A0B4J273,5,,
A0A0B4J275,5,,
A0A0B4J276,5,,
A0A0B4J2E0,5,,
A0A0B4J2F0,5,,
A0A0C4DH31,5,,
A0A0C4DH33,5,,
A0A0C4DH39,5,,
A0A0C4DH62,5,,
A0A0C4DH72,5,,
A0A0J9YWL9,5,,
A0A0K0K1A3,5,,
A0A0K0K1C0,5,,
A0A0U1RRN3,5,,
A0A1B0GTL2,5,,
A0A1B0GTR4,5,,
A0A1B0GTZ2,5,,
A0A1B0GUY1,5,,
A0A1B0GVK7,5,,
A0A1B0GVM6,5,,
A0A1B0GVS7,5,,
A0A1B0GX51,5,,
A0A576,5,,
A0A584,5,,
A1A5D9,5,,
A1L453,5,,
A2RU48,5,,
A2VCL2,5,,
A3KMH1,5,,
A4D0V7,5,,
A4D0Y5,5,,
A4D174,5,,
A4D1S0,5,,
A4D1T9,5,,
a4d263,5,,
A4D2B0,5,,
A4D2B8,5,,
A4FU49,5,,
A4QN01,5,,
A4QPH2,5,,
A4UGR9,5,,
A5A3E0,5,,
A5D8T8,5,,
a5d8w1,5,,
A5PLN7,5,,
A6BM72,5,,
A6NC42,5,,
A6NDE8,5,,
A6NDI0,5,,
A6NF34,5,,
a6nfe2,5,,
A6NFT4,5,,
A6NG13,5,,
A6NGH7,5,,
a6ngu7,5,,
A6NGZ8,5,,
A6NHN0,5,,
A6NHQ2,5,,
A6NHS7,5,,
A6NHZ5,5,,
A6NI79,5,,
A6NIN4,5,,
A6NJ08,5,,
A6NJI1,5,,
A6NJI9,5,,
A6NJW9,5,,
A6NK44,5,,
A6NKC9,5,,
A6NKF1,5,,
a6nkw6,5,,
A6NLC5,5,,
A6NLI5,5,,
A6NLU0,5,,
A6NM11,5,,
A6NN90,5,,
A6NNJ1,5,,
A6NNL0,5,,
A6NNT2,5,,
A6NNY8,5,,
A8K830,5,,
A8K979,5,,
A8MRT5,5,,
A8MT33,5,,
A8MT65,5,,
A8MTL0,5,,
A8MWL7,5,,
A8MXV6,5,,
A8MYA2,5,,
A8MYX2,5,,
A8MZA4,5,,
ADGRA1,5,,
ADGRL1,5,,
ADGRL4,5,,
angiogen,5,,
AVPRIA,5,,
B0FP48,5,,
B1AL46,5,,
B1AL88,5,,
B2RXH2,5,,
B4E2T1,5,,
B5MCN3,5,,
B7Z1M9,5,,
b7z2c8,5,,
B7Z368,5,,
B7Z3W6,5,,
B7ZAP0,5,,
B9A014,5,,
biofilm,5,,
BORCS7,5,,
C9J302,5,,
C9J442,5,,
C9J6K1,5,,
C9JFL3,5,,
C9JL84,5,,
C9JLR9,5,,
C9JQI7,5,,
C9JUS6,5,,
Castor1,5,,
CASTOR2,5,,
CATSPERE,5,,
CEMIP2,5,,
CFAP300,5,,
CFAP57,5,,
CLN3,5,,
CRYBG1,5,,
DNAAF5,5,,
DND1,5,,
DSCC1,5,,
E2RYF6,5,,
E5RJM6,5,,
E7ETH6,5,,
E9PQ53,5,,
EFL1,5,,
ERVK-7,5,,
F2Z333,5,,
G3XA89,5,,
granulin,5,,
GSDMA,5,,
H0YL14,5,,
H3BSY2,5,,
icon,5,,
icons,5,,
INTERFERON_ALPHA_BETA_SIGNALING,5,,
J3KSC0,5,,
Kinesins,5,,
KIR2DL5B,5,,
kofein,5,,
LRRC47,5,,
LSM12,5,,
LZTS3,5,,
MAMSTR,5,,
mansc1,5,,
MARVELD3,5,,
MBTD1,5,,
Metadherin,5,,
METTL16,5,,
microbiome,5,,
MIXL1,5,,
MMP23B,5,,
MMS22L,5,,
MOAP1,5,,
mrgprx4,5,,
MRTFA,5,,
msigdb,5,,
MTFP1,5,,
MYO1G,5,,
NBPF4,5,,
NDUFA4L2,5,,
NLRP13,5,,
NME8,5,,
NPAP1,5,,
NPEPL1,5,,
nrgn,5,,
NWD1,5,,
NXF3,5,,
NXPH1,5,,
NXPH2,5,,
O00534,5,,
O08962,5,,
O14603,5,,
O14609,5,,
O14668,5,,
O14713,5,,
O15015,5,,
O15050,5,,
O15172,5,,
O15204,5,,
O15405,5,,
O43304,5,,
O43402,5,,
O43414,5,,
O43422,5,,
O43638,5,,
O60256,5,,
O60308,5,,
O60320,5,,
O60518,5,,
O60524,5,,
O60676,5,,
O60688,5,,
O60810,5,,
O70468,5,,
O75123,5,,
O75153,5,,
O75179,5,,
O75556,5,,
O75635,5,,
O75683,5,,
O75794,5,,
O75871,5,,
O75951,5,,
O76042,5,,
O89000,5,,
O94819,5,,
O94885,5,,
O95081,5,,
O95156,5,,
O95158,5,,
O95164,5,,
O95359,5,,
O95373,5,,
O95397,5,,
O95456,5,,
O95568,5,,
O95876,5,,
O95969,5,,
O95976,5,,
OCLM,5,,
OLFM2,5,,
OVOL3,5,,
P02091,5,,
P04800,5,,
P07314,5,,
P07998,5,,
P09525,5,,
P09564,5,,
P0C025,5,,
P0C2W1,5,,
P0C7L1,5,,
P0C7M8,5,,
P0C7P2,5,,
P0C7P3,5,,
P0C7Q3,5,,
P0C7W8,5,,
P0C7X4,5,,
P0C7X5,5,,
P0CAT3,5,,
P0CG00,5,,
P0CG22,5,,
P0CJ73,5,,
P0CL85,5,,
P0CW21,5,,
P0CW27,5,,
P0CZ25,5,,
P0DJ07,5,,
P0DJ93,5,,
P0DMP2,5,,
P0DMQ9,5,,
P0DMV2,5,,
P0DN25,5,,
P0DN26,5,,
P0DN80,5,,
P0DN81,5,,
P0DN82,5,,
P0DO92,5,,
P0DOY5,5,,
P0DP06,5,,
P0DP09,5,,
P0DP57,5,,
P10163,5,,
P13852,5,,
P14206,5,,
P15127,5,,
P15999,5,,
P17020,5,,
P17026,5,,
p17028,5,,
P17040,5,,
P18901,5,,
P19783,5,,
P23469,5,,
p24472,5,,
P26284,5,,
P30115,5,,
P41242,5,,
P48304,5,,
P49006,5,,
P50136,5,,
P50461,5,,
P51160,5,,
P51878,5,,
P51956,5,,
P52743,5,,
P53370,5,,
P53677,5,,
P55822,5,,
P56555,5,,
P57060,5,,
P58550,5,,
P59045,5,,
P59074,5,,
P59817,5,,
P60606,5,,
P61366,5,,
p61573,5,,
P61575,5,,
P62070,5,,
P70584,5,,
P81718,5,,
P82970,5,,
P82980,5,,
P86481,5,,
P86496,5,,
P98173,5,,
PAK1IP1,5,,
papd4,5,,
PAQR9,5,,
PARP15,5,,
paxx,5,,
PCARE,5,,
PCDHA7,5,,
PCDHB16,5,,
PCDHGB3,5,,
PCDHGB6,5,,
PCDHGB7,5,,
PCDHGC5,5,,
pdia4,5,,
PHRF1,5,,
PIFO,5,,
PIP5KL1,5,,
PJVK,5,,
pnck,5,,
POTEC,5,,
POTEH,5,,
PPEF2,5,,
ppm1f,5,,
PPM1J,5,,
PPP2R3A,5,,
PRDM10,5,,
prr7,5,,
PRSS16,5,,
PRSS36,5,,
PRSS53,5,,
PRSS55,5,,
PSG10P,5,,
PTCD1,5,,
ptena,5,,
PTGFRN,5,,
Q00651,5,,
Q01954,5,,
Q01986,5,,
Q05195,5,,
Q05315,5,,
Q075Z2,5,,
Q08378,5,,
Q0D2K2,5,,
Q0P641,5,,
Q0VF96,5,,
Q0VFZ6,5,,
Q0VGE8,5,,
Q12799,5,,
Q13029,5,,
q13065,5,,
Q13070,5,,
Q13166,5,,
Q13268,5,,
Q13319,5,,
Q13536,5,,
Q13670,5,,
Q13796,5,,
Q14156,5,,
Q14296,5,,
Q14392,5,,
Q14582,5,,
Q14641,5,,
Q14728,5,,
Q14761,5,,
Q147U1,5,,
Q14CX7,5,,
Q14D04,5,,
Q14DG7,5,,
q15048,5,,
Q15111,5,,
Q15784,5,,
Q15818,5,,
Q15846,5,,
Q16473,5,,
q16549,5,,
Q16674,5,,
Q17R31,5,,
Q17R55,5,,
Q17R60,5,,
Q17RA5,5,,
Q18PI6,5,,
Q2L4Q9,5,,
Q2M243,5,,
Q2M2E5,5,,
Q2NKJ3,5,,
Q2TB10,5,,
Q2VPB7,5,,
Q2VPJ9,5,,
Q2WGJ8,5,,
Q2WGJ9,5,,
Q33E94,5,,
Q3KNV8,5,,
Q3KQV9,5,,
Q3KRA6,5,,
Q3LI60,5,,
Q3LI68,5,,
Q3MIP1,5,,
Q3MJ40,5,,
Q3SX64,5,,
Q3SY56,5,,
Q3ULB5,5,,
q494r0,5,,
Q494W8,5,,
Q494X3,5,,
Q495D7,5,,
Q499Z4,5,,
Q49AS3,5,,
Q49MG5,5,,
Q4KMX7,5,,
Q4LDG9,5,,
Q4V7C6,5,,
Q4VX76,5,,
Q4ZIN3,5,,
Q502X0,5,,
Q504T8,5,,
Q504Y3,5,,
Q537H7,5,,
Q53EQ6,5,,
Q53LP3,5,,
Q53S99,5,,
Q58F21,5,,
Q5CZ79,5,,
Q5CZA5,5,,
Q5EBL2,5,,
Q5EG05,5,,
Q5GH72,5,,
Q5GH76,5,,
Q5H913,5,,
Q5HYJ3,5,,
Q5HYR2,5,,
Q5J8M3,5,,
Q5JPF3,5,,
Q5JQF7,5,,
Q5JQF8,5,,
Q5JR12,5,,
Q5JRK9,5,,
Q5JSJ4,5,,
Q5JTN6,5,,
Q5JUX0,5,,
Q5JVX7,5,,
Q5JWF8,5,,
Q5K651,5,,
Q5M9N0,5,,
Q5NE16,5,,
Q5RGS3,5,,
Q5RIA9,5,,
Q5SR53,5,,
Q5SRD0,5,,
Q5SRD1,5,,
Q5SVQ8,5,,
Q5SW24,5,,
Q5T036,5,,
Q5T0Z8,5,,
Q5T215,5,,
Q5T280,5,,
Q5T292,5,,
Q5T319,5,,
Q5T3F8,5,,
Q5T3I0,5,,
Q5T3Y7,5,,
Q5T5A4,5,,
Q5T5M9,5,,
q5t601,5,,
Q5T6J7,5,,
Q5T6L9,5,,
Q5T6V5,5,,
Q5T7N2,5,,
Q5T8I3,5,,
Q5TA31,5,,
Q5TC12,5,,
Q5TD94,5,,
Q5TDP6,5,,
Q5TEA6,5,,
Q5TEZ4,5,,
Q5TF21,5,,
Q5TGL8,5,,
Q5TIA1,5,,
Q5TID7,5,,
Q5TYW2,5,,
Q5U3C3,5,,
Q5UCC4,5,,
Q5VT33,5,,
Q5VTU8,5,,
Q5VU36,5,,
Q5VU97,5,,
Q5VUG0,5,,
q5vuj5,5,,
Q5VUM1,5,,
Q5VVH5,5,,
Q5VW32,5,,
Q5VW38,5,,
Q5VWK0,5,,
Q5VWQ0,5,,
Q5VWT5,5,,
Q5VWW1,5,,
Q5VYP0,5,,
Q5VYY1,5,,
Q5W0N0,5,,
Q5W188,5,,
Q5W5W9,5,,
Q61990,5,,
Q629K1,5,,
Q63429,5,,
Q63HK3,5,,
Q63ZY6,5,,
Q66K64,5,,
Q687X5,5,,
Q68D06,5,,
Q68D10,5,,
Q68D91,5,,
Q68DN1,5,,
Q69YN2,5,,
Q69YZ2,5,,
Q6A555,5,,
Q6B9Z1,5,,
Q6BAA4,5,,
Q6BEB4,5,,
Q6DN03,5,,
q6dn90,5,,
Q6ICG8,5,,
Q6IEE7,5,,
Q6IMI6,5,,
Q6IN85,5,,
Q6IQ19,5,,
Q6JBY9,5,,
Q6JVE6,5,,
Q6L8Q7,5,,
Q6MZN7,5,,
Q6MZT1,5,,
Q6NUM6,5,,
Q6NV75,5,,
Q6NVV0,5,,
Q6NVV1,5,,
Q6NW29,5,,
Q6P1N0,5,,
Q6P1Q9,5,,
Q6P1R4,5,,
Q6P1S2,5,,
Q6P3R8,5,,
Q6P5Q4,5,,
Q6P6B7,5,,
Q6P9B6,5,,
Q6PF06,5,,
Q6PI47,5,,
Q6PI97,5,,
Q6PK61,5,,
Q6PKC3,5,,
Q6Q759,5,,
Q6R2W3,5,,
Q6RSH7,5,,
Q6S5H4,5,,
Q6UE05,5,,
Q6UW78,5,,
Q6UWF9,5,,
Q6UWH6,5,,
Q6UWJ8,5,,
Q6UWY5,5,,
Q6UX07,5,,
Q6UX52,5,,
Q6UX68,5,,
Q6UX71,5,,
Q6UXD1,5,,
Q6UXD7,5,,
Q6UXF1,5,,
Q6UXI9,5,,
Q6UXU6,5,,
Q6UXY1,5,,
Q6UY09,5,,
Q6UY27,5,,
Q6WRX3,5,,
Q6XLA1,5,,
Q6Y2X3,5,,
Q6YI46,5,,
Q6ZMV5,5,,
Q6ZN01,5,,
Q6ZN68,5,,
Q6ZP65,5,,
Q6ZP68,5,,
Q6ZQN5,5,,
q6zqq2,5,,
Q6ZQQ6,5,,
Q6ZQY2,5,,
Q6ZRI0,5,,
Q6ZRR5,5,,
Q6ZRT6,5,,
Q6ZRV3,5,,
Q6ZS17,5,,
Q6ZSA7,5,,
Q6ZSG2,5,,
Q6ZT77,5,,
Q6ZTR5,5,,
Q6ZU45,5,,
Q6ZU64,5,,
Q6ZU65,5,,
Q6ZUL3,5,,
Q6ZUS5,5,,
Q6ZUU3,5,,
Q6ZUX3,5,,
Q6ZV65,5,,
Q6ZV70,5,,
Q6ZV77,5,,
Q6ZVK1,5,,
q6zvx9,5,,
Q6ZW33,5,,
Q6ZWB6,5,,
Q6ZWJ8,5,,
Q719I0,5,,
Q76G19,5,,
Q76KX8,5,,
Q76MJ5,5,,
Q7L099,5,,
Q7L0X2,5,,
Q7L7V1,5,,
Q7RTR0,5,,
Q7RTS1,5,,
Q7RTT5,5,,
Q7RTU5,5,,
Q7RTY5,5,,
Q7RTZ1,5,,
Q7Z309,5,,
Q7Z3D6,5,,
Q7Z3J3,5,,
Q7Z407,5,,
Q7Z4L0,5,,
Q7Z4L9,5,,
Q7Z4U5,5,,
Q7Z5J1,5,,
Q7Z5L2,5,,
Q7Z5L7,5,,
Q7Z692,5,,
q7z739,5,,
Q86SM5,5,,
Q86SY8,5,,
Q86T96,5,,
Q86TA1,5,,
Q86TI2,5,,
Q86TL2,5,,
Q86TY3,5,,
Q86U38,5,,
Q86U90,5,,
Q86UF2,5,,
Q86UY8,5,,
Q86V25,5,,
Q86V40,5,,
Q86V86,5,,
Q86V87,5,,
Q86V88,5,,
Q86VG3,5,,
Q86VQ1,5,,
Q86VY9,5,,
Q86W26,5,,
Q86W33,5,,
q86wn1,5,,
Q86WW8,5,,
Q86X40,5,,
Q86X53,5,,
Q86XX4,5,,
Q86YA3,5,,
Q86YR6,5,,
Q8BTW9,5,,
Q8IUA0,5,,
Q8IVE0,5,,
Q8IVF1,5,,
Q8IVG5,5,,
Q8IVV8,5,,
Q8IVW1,5,,
Q8IVY1,5,,
Q8IW50,5,,
Q8IWG1,5,,
Q8IWP9,5,,
Q8IWU2,5,,
Q8IWY8,5,,
Q8IX29,5,,
Q8IX90,5,,
Q8IX95,5,,
Q8IXA5,5,,
Q8IXL9,5,,
Q8IXQ4,5,,
Q8IXT2,5,,
Q8IXT5,5,,
Q8IXV7,5,,
Q8IY21,5,,
Q8IYM0,5,,
Q8IYR2,5,,
q8iyw2,5,,
Q8IYX4,5,,
Q8IZ08,5,,
Q8IZ20,5,,
Q8IZ63,5,,
Q8N0U2,5,,
Q8N0Z8,5,,
Q8N100,5,,
Q8N111,5,,
Q8N118,5,,
Q8N123,5,,
Q8N136,5,,
Q8N143,5,,
Q8N165,5,,
Q8N1E2,5,,
Q8N1I8,5,,
Q8N2A0,5,,
Q8N2C3,5,,
Q8N2C9,5,,
Q8N300,5,,
Q8N3C7,5,,
Q8N414,5,,
Q8N436,5,,
Q8N485,5,,
Q8N4C0,5,,
Q8N4E4,5,,
Q8N4F7,5,,
Q8N4G2,5,,
Q8N4L4,5,,
Q8N4N3,5,,
Q8N4Q0,5,,
Q8N4T0,5,,
Q8N568,5,,
Q8N5U0,5,,
Q8N5W9,5,,
Q8N699,5,,
Q8N6M5,5,,
Q8N6N2,5,,
Q8N6T0,5,,
Q8N6Y1,5,,
Q8N769,5,,
Q8N7A1,5,,
Q8N7R7,5,,
Q8N7S2,5,,
Q8N7X1,5,,
Q8N7Y1,5,,
Q8N7Z5,5,,
Q8N8D7,5,,
Q8N8E1,5,,
q8n8j0,5,,
Q8N8J7,5,,
Q8N8L6,5,,
Q8N8M0,5,,
Q8N9H6,5,,
Q8N9U9,5,,
Q8N9V3,5,,
Q8N9W5,5,,
Q8N9X5,5,,
Q8NA31,5,,
Q8NAA6,5,,
Q8NAS9,5,,
Q8NAV2,5,,
Q8NB37,5,,
Q8NB42,5,,
